serie,modelo,repeticao,mae,qtd_deteccoes
AAPL,LR + KSWINDetector,1,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,2,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,3,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,4,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,5,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,6,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,7,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,8,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,9,0.007209549156870596,21.0
AAPL,LR + KSWINDetector,10,0.007209549156870596,21.0
AAPL,LR + ADWINDetector,1,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,2,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,3,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,4,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,5,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,6,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,7,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,8,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,9,0.008157142864605959,2.0
AAPL,LR + ADWINDetector,10,0.008157142864605959,2.0
AAPL,LR + DDMDetector,1,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,2,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,3,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,4,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,5,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,6,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,7,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,8,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,9,0.0070462348704013605,2.0
AAPL,LR + DDMDetector,10,0.0070462348704013605,2.0
AAPL,LR + EDDMDetector,1,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,2,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,3,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,4,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,5,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,6,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,7,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,8,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,9,0.010095875072212029,0.0
AAPL,LR + EDDMDetector,10,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,1,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,2,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,3,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,4,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,5,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,6,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,7,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,8,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,9,0.010095875072212029,0.0
AAPL,LR + FHDDMDetector,10,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,1,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,2,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,3,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,4,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,5,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,6,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,7,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,8,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,9,0.010095875072212029,0.0
AAPL,LR + HDDM_ADetector,10,0.010095875072212029,0.0
AAPL,LR + PageHinkleyDetector,1,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,2,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,3,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,4,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,5,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,6,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,7,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,8,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,9,0.009524991434772746,1.0
AAPL,LR + PageHinkleyDetector,10,0.009524991434772746,1.0
AAPL,LR + HDDM_WDetector,1,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,2,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,3,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,4,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,5,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,6,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,7,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,8,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,9,0.010095875072212029,0.0
AAPL,LR + HDDM_WDetector,10,0.010095875072212029,0.0
AAPL,BayesianLinear,1,0.007968005703709606,
AAPL,BayesianLinear,2,0.007968005703709606,
AAPL,BayesianLinear,3,0.007968005703709606,
AAPL,BayesianLinear,4,0.007968005703709606,
AAPL,BayesianLinear,5,0.007968005703709606,
AAPL,BayesianLinear,6,0.007968005703709606,
AAPL,BayesianLinear,7,0.007968005703709606,
AAPL,BayesianLinear,8,0.007968005703709606,
AAPL,BayesianLinear,9,0.007968005703709606,
AAPL,BayesianLinear,10,0.007968005703709606,
AAPL,HoeffdingTree,1,0.08324726516619738,
AAPL,HoeffdingTree,2,0.08324726516619738,
AAPL,HoeffdingTree,3,0.08324726516619738,
AAPL,HoeffdingTree,4,0.08324726516619738,
AAPL,HoeffdingTree,5,0.08324726516619738,
AAPL,HoeffdingTree,6,0.08324726516619738,
AAPL,HoeffdingTree,7,0.08324726516619738,
AAPL,HoeffdingTree,8,0.08324726516619738,
AAPL,HoeffdingTree,9,0.08324726516619738,
AAPL,HoeffdingTree,10,0.08324726516619738,
AAPL,KNNRegressorOnline,1,0.011168160452333454,
AAPL,KNNRegressorOnline,2,0.011168160452333454,
AAPL,KNNRegressorOnline,3,0.011168160452333454,
AAPL,KNNRegressorOnline,4,0.011168160452333454,
AAPL,KNNRegressorOnline,5,0.011168160452333454,
AAPL,KNNRegressorOnline,6,0.011168160452333454,
AAPL,KNNRegressorOnline,7,0.011168160452333454,
AAPL,KNNRegressorOnline,8,0.011168160452333454,
AAPL,KNNRegressorOnline,9,0.011168160452333454,
AAPL,KNNRegressorOnline,10,0.011168160452333454,
AAPL,LinearRegressionOnline,1,12023584426.818184,
AAPL,LinearRegressionOnline,2,12023584426.818184,
AAPL,LinearRegressionOnline,3,12023584426.818184,
AAPL,LinearRegressionOnline,4,12023584426.818184,
AAPL,LinearRegressionOnline,5,12023584426.818184,
AAPL,LinearRegressionOnline,6,12023584426.818184,
AAPL,LinearRegressionOnline,7,12023584426.818184,
AAPL,LinearRegressionOnline,8,12023584426.818184,
AAPL,LinearRegressionOnline,9,12023584426.818184,
AAPL,LinearRegressionOnline,10,12023584426.818184,
B3SA3.SA,LR + KSWINDetector,1,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,2,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,3,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,4,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,5,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,6,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,7,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,8,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,9,0.030253775780438006,6.0
B3SA3.SA,LR + KSWINDetector,10,0.030253775780438006,6.0
B3SA3.SA,LR + ADWINDetector,1,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,2,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,3,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,4,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,5,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,6,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,7,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,8,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,9,0.03051358816432366,1.0
B3SA3.SA,LR + ADWINDetector,10,0.03051358816432366,1.0
B3SA3.SA,LR + DDMDetector,1,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,2,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,3,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,4,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,5,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,6,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,7,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,8,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,9,0.0312678189950785,1.0
B3SA3.SA,LR + DDMDetector,10,0.0312678189950785,1.0
B3SA3.SA,LR + EDDMDetector,1,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,2,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,3,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,4,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,5,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,6,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,7,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,8,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,9,0.0304289327408099,0.0
B3SA3.SA,LR + EDDMDetector,10,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,1,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,2,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,3,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,4,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,5,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,6,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,7,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,8,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,9,0.0304289327408099,0.0
B3SA3.SA,LR + FHDDMDetector,10,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,1,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,2,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,3,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,4,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,5,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,6,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,7,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,8,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,9,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_ADetector,10,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,1,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,2,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,3,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,4,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,5,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,6,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,7,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,8,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,9,0.0304289327408099,0.0
B3SA3.SA,LR + PageHinkleyDetector,10,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,1,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,2,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,3,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,4,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,5,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,6,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,7,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,8,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,9,0.0304289327408099,0.0
B3SA3.SA,LR + HDDM_WDetector,10,0.0304289327408099,0.0
B3SA3.SA,BayesianLinear,1,0.02946876432964951,
B3SA3.SA,BayesianLinear,2,0.02946876432964951,
B3SA3.SA,BayesianLinear,3,0.02946876432964951,
B3SA3.SA,BayesianLinear,4,0.02946876432964951,
B3SA3.SA,BayesianLinear,5,0.02946876432964951,
B3SA3.SA,BayesianLinear,6,0.02946876432964951,
B3SA3.SA,BayesianLinear,7,0.02946876432964951,
B3SA3.SA,BayesianLinear,8,0.02946876432964951,
B3SA3.SA,BayesianLinear,9,0.02946876432964951,
B3SA3.SA,BayesianLinear,10,0.02946876432964951,
B3SA3.SA,HoeffdingTree,1,0.03858648288681726,
B3SA3.SA,HoeffdingTree,2,0.03858648288681726,
B3SA3.SA,HoeffdingTree,3,0.03858648288681726,
B3SA3.SA,HoeffdingTree,4,0.03858648288681726,
B3SA3.SA,HoeffdingTree,5,0.03858648288681726,
B3SA3.SA,HoeffdingTree,6,0.03858648288681726,
B3SA3.SA,HoeffdingTree,7,0.03858648288681726,
B3SA3.SA,HoeffdingTree,8,0.03858648288681726,
B3SA3.SA,HoeffdingTree,9,0.03858648288681726,
B3SA3.SA,HoeffdingTree,10,0.03858648288681726,
B3SA3.SA,KNNRegressorOnline,1,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,2,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,3,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,4,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,5,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,6,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,7,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,8,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,9,0.04619459441688395,
B3SA3.SA,KNNRegressorOnline,10,0.04619459441688395,
B3SA3.SA,LinearRegressionOnline,1,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,2,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,3,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,4,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,5,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,6,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,7,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,8,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,9,0.03858648288681726,
B3SA3.SA,LinearRegressionOnline,10,0.03858648288681726,
IXIC,LR + KSWINDetector,1,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,2,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,3,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,4,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,5,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,6,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,7,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,8,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,9,0.007717119750699387,21.0
IXIC,LR + KSWINDetector,10,0.007717119750699387,21.0
IXIC,LR + ADWINDetector,1,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,2,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,3,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,4,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,5,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,6,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,7,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,8,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,9,0.010195331950871642,2.0
IXIC,LR + ADWINDetector,10,0.010195331950871642,2.0
IXIC,LR + DDMDetector,1,0.007913877077434777,2.0
IXIC,LR + DDMDetector,2,0.007913877077434777,2.0
IXIC,LR + DDMDetector,3,0.007913877077434777,2.0
IXIC,LR + DDMDetector,4,0.007913877077434777,2.0
IXIC,LR + DDMDetector,5,0.007913877077434777,2.0
IXIC,LR + DDMDetector,6,0.007913877077434777,2.0
IXIC,LR + DDMDetector,7,0.007913877077434777,2.0
IXIC,LR + DDMDetector,8,0.007913877077434777,2.0
IXIC,LR + DDMDetector,9,0.007913877077434777,2.0
IXIC,LR + DDMDetector,10,0.007913877077434777,2.0
IXIC,LR + EDDMDetector,1,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,2,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,3,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,4,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,5,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,6,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,7,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,8,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,9,0.008503034737664355,0.0
IXIC,LR + EDDMDetector,10,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,1,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,2,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,3,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,4,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,5,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,6,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,7,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,8,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,9,0.008503034737664355,0.0
IXIC,LR + FHDDMDetector,10,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,1,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,2,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,3,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,4,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,5,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,6,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,7,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,8,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,9,0.008503034737664355,0.0
IXIC,LR + HDDM_ADetector,10,0.008503034737664355,0.0
IXIC,LR + PageHinkleyDetector,1,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,2,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,3,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,4,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,5,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,6,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,7,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,8,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,9,0.008503034737664355,1.0
IXIC,LR + PageHinkleyDetector,10,0.008503034737664355,1.0
IXIC,LR + HDDM_WDetector,1,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,2,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,3,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,4,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,5,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,6,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,7,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,8,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,9,0.008503034737664355,0.0
IXIC,LR + HDDM_WDetector,10,0.008503034737664355,0.0
IXIC,BayesianLinear,1,0.008734726269088512,
IXIC,BayesianLinear,2,0.008734726269088512,
IXIC,BayesianLinear,3,0.008734726269088512,
IXIC,BayesianLinear,4,0.008734726269088512,
IXIC,BayesianLinear,5,0.008734726269088512,
IXIC,BayesianLinear,6,0.008734726269088512,
IXIC,BayesianLinear,7,0.008734726269088512,
IXIC,BayesianLinear,8,0.008734726269088512,
IXIC,BayesianLinear,9,0.008734726269088512,
IXIC,BayesianLinear,10,0.008734726269088512,
IXIC,HoeffdingTree,1,0.0514171203436717,
IXIC,HoeffdingTree,2,0.0514171203436717,
IXIC,HoeffdingTree,3,0.0514171203436717,
IXIC,HoeffdingTree,4,0.0514171203436717,
IXIC,HoeffdingTree,5,0.0514171203436717,
IXIC,HoeffdingTree,6,0.0514171203436717,
IXIC,HoeffdingTree,7,0.0514171203436717,
IXIC,HoeffdingTree,8,0.0514171203436717,
IXIC,HoeffdingTree,9,0.0514171203436717,
IXIC,HoeffdingTree,10,0.0514171203436717,
IXIC,KNNRegressorOnline,1,0.013255951077810343,
IXIC,KNNRegressorOnline,2,0.013255951077810343,
IXIC,KNNRegressorOnline,3,0.013255951077810343,
IXIC,KNNRegressorOnline,4,0.013255951077810343,
IXIC,KNNRegressorOnline,5,0.013255951077810343,
IXIC,KNNRegressorOnline,6,0.013255951077810343,
IXIC,KNNRegressorOnline,7,0.013255951077810343,
IXIC,KNNRegressorOnline,8,0.013255951077810343,
IXIC,KNNRegressorOnline,9,0.013255951077810343,
IXIC,KNNRegressorOnline,10,0.013255951077810343,
IXIC,LinearRegressionOnline,1,9147725763.18886,
IXIC,LinearRegressionOnline,2,9147725763.18886,
IXIC,LinearRegressionOnline,3,9147725763.18886,
IXIC,LinearRegressionOnline,4,9147725763.18886,
IXIC,LinearRegressionOnline,5,9147725763.18886,
IXIC,LinearRegressionOnline,6,9147725763.18886,
IXIC,LinearRegressionOnline,7,9147725763.18886,
IXIC,LinearRegressionOnline,8,9147725763.18886,
IXIC,LinearRegressionOnline,9,9147725763.18886,
IXIC,LinearRegressionOnline,10,9147725763.18886,
DJI,LR + KSWINDetector,1,0.012900742719320759,15.0
DJI,LR + KSWINDetector,2,0.012900742719320759,15.0
DJI,LR + KSWINDetector,3,0.012900742719320759,15.0
DJI,LR + KSWINDetector,4,0.012900742719320759,15.0
DJI,LR + KSWINDetector,5,0.012900742719320759,15.0
DJI,LR + KSWINDetector,6,0.012900742719320759,15.0
DJI,LR + KSWINDetector,7,0.012900742719320759,15.0
DJI,LR + KSWINDetector,8,0.012900742719320759,15.0
DJI,LR + KSWINDetector,9,0.012900742719320759,15.0
DJI,LR + KSWINDetector,10,0.012900742719320759,15.0
DJI,LR + ADWINDetector,1,0.020259646754806033,2.0
DJI,LR + ADWINDetector,2,0.020259646754806033,2.0
DJI,LR + ADWINDetector,3,0.020259646754806033,2.0
DJI,LR + ADWINDetector,4,0.020259646754806033,2.0
DJI,LR + ADWINDetector,5,0.020259646754806033,2.0
DJI,LR + ADWINDetector,6,0.020259646754806033,2.0
DJI,LR + ADWINDetector,7,0.020259646754806033,2.0
DJI,LR + ADWINDetector,8,0.020259646754806033,2.0
DJI,LR + ADWINDetector,9,0.020259646754806033,2.0
DJI,LR + ADWINDetector,10,0.020259646754806033,2.0
DJI,LR + DDMDetector,1,0.014704484162857433,2.0
DJI,LR + DDMDetector,2,0.014704484162857433,2.0
DJI,LR + DDMDetector,3,0.014704484162857433,2.0
DJI,LR + DDMDetector,4,0.014704484162857433,2.0
DJI,LR + DDMDetector,5,0.014704484162857433,2.0
DJI,LR + DDMDetector,6,0.014704484162857433,2.0
DJI,LR + DDMDetector,7,0.014704484162857433,2.0
DJI,LR + DDMDetector,8,0.014704484162857433,2.0
DJI,LR + DDMDetector,9,0.014704484162857433,2.0
DJI,LR + DDMDetector,10,0.014704484162857433,2.0
DJI,LR + EDDMDetector,1,0.04725728249995433,0.0
DJI,LR + EDDMDetector,2,0.04725728249995433,0.0
DJI,LR + EDDMDetector,3,0.04725728249995433,0.0
DJI,LR + EDDMDetector,4,0.04725728249995433,0.0
DJI,LR + EDDMDetector,5,0.04725728249995433,0.0
DJI,LR + EDDMDetector,6,0.04725728249995433,0.0
DJI,LR + EDDMDetector,7,0.04725728249995433,0.0
DJI,LR + EDDMDetector,8,0.04725728249995433,0.0
DJI,LR + EDDMDetector,9,0.04725728249995433,0.0
DJI,LR + EDDMDetector,10,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,1,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,2,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,3,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,4,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,5,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,6,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,7,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,8,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,9,0.04725728249995433,0.0
DJI,LR + FHDDMDetector,10,0.04725728249995433,0.0
DJI,LR + HDDM_ADetector,1,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,2,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,3,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,4,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,5,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,6,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,7,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,8,0.04115047954165638,1.0
DJI,LR + HDDM_ADetector,9,0.04115047954165638,1.0
